,supply,return
2018-07-16T21:30:00Z,",",","
2018-07-16T22:00:00Z,",",","
2018-07-16T22:30:00Z,",",","
2018-07-16T23:00:00Z,",",","
2018-07-16T23:30:00Z,",",","
2018-07-17T00:00:00Z,",",","
2018-07-17T00:30:00Z,",",","
2018-07-17T01:00:00Z,",",","
2018-07-17T01:30:00Z,",",","
2018-07-17T02:00:00Z,",",","
2018-07-17T02:30:00Z,",",","
2018-07-17T03:00:00Z,",",","
2018-07-17T03:30:00Z,",",","
2018-07-17T04:00:00Z,",",","
2018-07-17T04:30:00Z,",",","
2018-07-17T05:00:00Z,",",","
2018-07-17T05:30:00Z,",",","
2018-07-17T06:00:00Z,",",","
2018-07-17T06:30:00Z,",",","
2018-07-17T07:00:00Z,",",","
2018-07-17T07:30:00Z,",",","
2018-07-17T08:00:00Z,",",","
2018-07-17T08:30:00Z,",",","
2018-07-17T09:00:00Z,",",","
2018-07-17T09:30:00Z,",",","
2018-07-17T10:00:00Z,",",","
2018-07-17T10:30:00Z,",",","
2018-07-17T11:00:00Z,",",","
2018-07-17T11:30:00Z,",",","
2018-07-17T12:00:00Z,",",","
2018-07-17T12:30:00Z,",",","
2018-07-17T13:00:00Z,",",","
2018-07-17T13:30:00Z,",",","
2018-07-17T14:00:00Z,",",","
2018-07-17T14:30:00Z,",",","
2018-07-17T15:00:00Z,",",","
2018-07-17T15:30:00Z,",",","
2018-07-17T16:00:00Z,",",","
2018-07-17T16:30:00Z,",",","
2018-07-17T17:00:00Z,",",","
2018-07-17T17:30:00Z,",",","
2018-07-17T18:00:00Z,",",","
2018-07-17T18:30:00Z,",",","
2018-07-17T19:00:00Z,",",","
2018-07-17T19:30:00Z,",",","
2018-07-17T20:00:00Z,",",","
2018-07-17T20:30:00Z,",",","
2018-07-17T21:00:00Z,",",","
2018-07-17T21:30:00Z,",",","
2018-07-17T22:00:00Z,",",","
2018-07-17T22:30:00Z,",",","
2018-07-17T23:00:00Z,",",","
2018-07-17T23:30:00Z,",",","
2018-07-18T00:00:00Z,",",","
2018-07-18T00:30:00Z,",",","
2018-07-18T01:00:00Z,",",","
2018-07-18T01:30:00Z,",",","
2018-07-18T02:00:00Z,",",","
2018-07-18T02:30:00Z,",",","
2018-07-18T03:00:00Z,",",","
2018-07-18T03:30:00Z,",",","
2018-07-18T04:00:00Z,",",","
2018-07-18T04:30:00Z,",",","
2018-07-18T05:00:00Z,",",","
2018-07-18T05:30:00Z,",",","
2018-07-18T06:00:00Z,",",","
2018-07-18T06:30:00Z,",",","
2018-07-18T07:00:00Z,",",","
2018-07-18T07:30:00Z,",",","
2018-07-18T08:00:00Z,",",","
2018-07-18T08:30:00Z,",",","
2018-07-18T09:00:00Z,",",","
2018-07-18T09:30:00Z,",",","
2018-07-18T10:00:00Z,",",","
2018-07-18T10:30:00Z,",",","
2018-07-18T11:00:00Z,",",","
2018-07-18T11:30:00Z,",",","
2018-07-18T12:00:00Z,",",","
2018-07-18T12:30:00Z,",",","
2018-07-18T13:00:00Z,",",","
2018-07-18T13:30:00Z,",",","
2018-07-18T14:00:00Z,",",","
2018-07-18T14:30:00Z,",",","
2018-07-18T15:00:00Z,",",","
2018-07-18T15:30:00Z,",",","
2018-07-18T16:00:00Z,",",","
2018-07-18T16:30:00Z,",",","
2018-07-18T17:00:00Z,",",","
2018-07-18T17:30:00Z,",",","
2018-07-18T18:00:00Z,",",","
2018-07-18T18:30:00Z,",",","
2018-07-18T19:00:00Z,",",","
2018-07-18T19:30:00Z,",",","
2018-07-18T20:00:00Z,",",","
2018-07-18T20:30:00Z,",",","
2018-07-18T21:00:00Z,",",","
2018-07-18T21:30:00Z,",",","
2018-07-18T22:00:00Z,",",","
2018-07-18T22:30:00Z,",",","
2018-07-18T23:00:00Z,",",","
2018-07-18T23:30:00Z,",",","
2018-07-19T00:00:00Z,",",","
2018-07-19T00:30:00Z,",",","
2018-07-19T01:00:00Z,",",","
2018-07-19T01:30:00Z,",",","
2018-07-19T02:00:00Z,",",","
2018-07-19T02:30:00Z,",",","
2018-07-19T03:00:00Z,",",","
2018-07-19T03:30:00Z,",",","
2018-07-19T04:00:00Z,",",","
2018-07-19T04:30:00Z,",",","
2018-07-19T05:00:00Z,",",","
2018-07-19T05:30:00Z,",",","
2018-07-19T06:00:00Z,",",","
2018-07-19T06:30:00Z,",",","
2018-07-19T07:00:00Z,",",","
2018-07-19T07:30:00Z,",",","
2018-07-19T08:00:00Z,",",","
2018-07-19T08:30:00Z,",",","
2018-07-19T09:00:00Z,",",","
2018-07-19T09:30:00Z,",",","
2018-07-19T10:00:00Z,",",","
2018-07-19T10:30:00Z,",",","
2018-07-19T11:00:00Z,",",","
2018-07-19T11:30:00Z,",",","
2018-07-19T12:00:00Z,",",","
2018-07-19T12:30:00Z,",",","
2018-07-19T13:00:00Z,",",","
2018-07-19T13:30:00Z,",",","
2018-07-19T14:00:00Z,",",","
2018-07-19T14:30:00Z,",",","
2018-07-19T15:00:00Z,",",","
2018-07-19T15:30:00Z,",",","
2018-07-19T16:00:00Z,",",","
2018-07-19T16:30:00Z,",",","
2018-07-19T17:00:00Z,",",","
2018-07-19T17:30:00Z,",",","
2018-07-19T18:00:00Z,",",","
2018-07-19T18:30:00Z,",",","
2018-07-19T19:00:00Z,",",","
2018-07-19T19:30:00Z,",",","
2018-07-19T20:00:00Z,",",","
2018-07-19T20:30:00Z,",",","
2018-07-19T21:00:00Z,",",","
2018-07-19T21:30:00Z,",",","
2018-07-19T22:00:00Z,",",","
2018-07-19T22:30:00Z,",",","
2018-07-19T23:00:00Z,",",","
2018-07-19T23:30:00Z,",",","
2018-07-20T00:00:00Z,",",","
2018-07-20T00:30:00Z,",",","
2018-07-20T01:00:00Z,",",","
2018-07-20T01:30:00Z,",",","
2018-07-20T02:00:00Z,",",","
2018-07-20T02:30:00Z,",",","
2018-07-20T03:00:00Z,",",","
2018-07-20T03:30:00Z,",",","
2018-07-20T04:00:00Z,",",","
2018-07-20T04:30:00Z,",",","
2018-07-20T05:00:00Z,",",","
2018-07-20T05:30:00Z,",",","
2018-07-20T06:00:00Z,",",","
2018-07-20T06:30:00Z,",",","
2018-07-20T07:00:00Z,",",","
2018-07-20T07:30:00Z,",",","
2018-07-20T08:00:00Z,",",","
2018-07-20T08:30:00Z,",",","
2018-07-20T09:00:00Z,",",","
2018-07-20T09:30:00Z,",",","
2018-07-20T10:00:00Z,",",","
2018-07-20T10:30:00Z,",",","
2018-07-20T11:00:00Z,",",","
2018-07-20T11:30:00Z,",",","
2018-07-20T12:00:00Z,",",","
2018-07-20T12:30:00Z,",",","
2018-07-20T13:00:00Z,",",","
2018-07-20T13:30:00Z,",",","
2018-07-20T14:00:00Z,",",","
2018-07-20T14:30:00Z,",",","
2018-07-20T15:00:00Z,",",","
2018-07-20T15:30:00Z,",",","
2018-07-20T16:00:00Z,",",","
2018-07-20T16:30:00Z,",",","
2018-07-20T17:00:00Z,",",","
2018-07-20T17:30:00Z,",",","
2018-07-20T18:00:00Z,",",","
2018-07-20T18:30:00Z,",",","
2018-07-20T19:00:00Z,",",","
2018-07-20T19:30:00Z,",",","
2018-07-20T20:00:00Z,",",","
2018-07-20T20:30:00Z,",",","
2018-07-20T21:00:00Z,",",","
2018-07-20T21:30:00Z,",",","
2018-07-20T22:00:00Z,",",","
2018-07-20T22:30:00Z,",",","
2018-07-20T23:00:00Z,",",","
2018-07-20T23:30:00Z,",",","
2018-07-21T00:00:00Z,",",","
2018-07-21T00:30:00Z,",",","
2018-07-21T01:00:00Z,",",","
2018-07-21T01:30:00Z,",",","
2018-07-21T02:00:00Z,",",","
2018-07-21T02:30:00Z,",",","
2018-07-21T03:00:00Z,",",","
2018-07-21T03:30:00Z,",",","
2018-07-21T04:00:00Z,",",","
2018-07-21T04:30:00Z,",",","
2018-07-21T05:00:00Z,",",","
2018-07-21T05:30:00Z,",",","
2018-07-21T06:00:00Z,",",","
2018-07-21T06:30:00Z,",",","
2018-07-21T07:00:00Z,",",","
2018-07-21T07:30:00Z,",",","
2018-07-21T08:00:00Z,",",","
2018-07-21T08:30:00Z,",",","
2018-07-21T09:00:00Z,",",","
2018-07-21T09:30:00Z,",",","
2018-07-21T10:00:00Z,",",","
2018-07-21T10:30:00Z,",",","
2018-07-21T11:00:00Z,",",","
2018-07-21T11:30:00Z,",",","
2018-07-21T12:00:00Z,",",","
2018-07-21T12:30:00Z,",",","
2018-07-21T13:00:00Z,",",","
2018-07-21T13:30:00Z,",",","
2018-07-21T14:00:00Z,",",","
2018-07-21T14:30:00Z,",",","
2018-07-21T15:00:00Z,",",","
2018-07-21T15:30:00Z,",",","
2018-07-21T16:00:00Z,",",","
2018-07-21T16:30:00Z,",",","
2018-07-21T17:00:00Z,",",","
2018-07-21T17:30:00Z,",",","
2018-07-21T18:00:00Z,",",","
2018-07-21T18:30:00Z,",",","
2018-07-21T19:00:00Z,",",","
2018-07-21T19:30:00Z,",",","
2018-07-21T20:00:00Z,",",","
2018-07-21T20:30:00Z,",",","
2018-07-21T21:00:00Z,",",","
2018-07-21T21:30:00Z,",",","
2018-07-21T22:00:00Z,",",","
2018-07-21T22:30:00Z,",",","
2018-07-21T23:00:00Z,",",","
2018-07-21T23:30:00Z,",",","
2018-07-22T00:00:00Z,",",","
2018-07-22T00:30:00Z,",",","
2018-07-22T01:00:00Z,",",","
2018-07-22T01:30:00Z,",",","
2018-07-22T02:00:00Z,",",","
2018-07-22T02:30:00Z,",",","
2018-07-22T03:00:00Z,",",","
2018-07-22T03:30:00Z,",",","
2018-07-22T04:00:00Z,",",","
2018-07-22T04:30:00Z,",",","
2018-07-22T05:00:00Z,",",","
2018-07-22T05:30:00Z,",",","
2018-07-22T06:00:00Z,",",","
2018-07-22T06:30:00Z,",",","
2018-07-22T07:00:00Z,",",","
2018-07-22T07:30:00Z,",",","
2018-07-22T08:00:00Z,",",","
2018-07-22T08:30:00Z,",",","
2018-07-22T09:00:00Z,",",","
2018-07-22T09:30:00Z,",",","
2018-07-22T10:00:00Z,",",","
2018-07-22T10:30:00Z,",",","
2018-07-22T11:00:00Z,",",","
2018-07-22T11:30:00Z,",",","
2018-07-22T12:00:00Z,",",","
2018-07-22T12:30:00Z,",",","
2018-07-22T13:00:00Z,",",","
2018-07-22T13:30:00Z,",",","
2018-07-22T14:00:00Z,",",","
2018-07-22T14:30:00Z,",",","
2018-07-22T15:00:00Z,",",","
2018-07-22T15:30:00Z,",",","
2018-07-22T16:00:00Z,",",","
2018-07-22T16:30:00Z,",",","
2018-07-22T17:00:00Z,",",","
2018-07-22T17:30:00Z,",",","
2018-07-22T18:00:00Z,",",","
2018-07-22T18:30:00Z,",",","
2018-07-22T19:00:00Z,",",","
2018-07-22T19:30:00Z,",",","
2018-07-22T20:00:00Z,",",","
2018-07-22T20:30:00Z,",",","
2018-07-22T21:00:00Z,",",","
2018-07-22T21:30:00Z,",",","
2018-07-22T22:00:00Z,",",","
2018-07-22T22:30:00Z,",",","
2018-07-22T23:00:00Z,",",","
2018-07-22T23:30:00Z,",",","
2018-07-23T00:00:00Z,",",","
2018-07-23T00:30:00Z,",",","
2018-07-23T01:00:00Z,",",","
2018-07-23T01:30:00Z,",",","
2018-07-23T02:00:00Z,",",","
2018-07-23T02:30:00Z,",",","
2018-07-23T03:00:00Z,",",","
2018-07-23T03:30:00Z,",",","
2018-07-23T04:00:00Z,",",","
2018-07-23T04:30:00Z,",",","
2018-07-23T05:00:00Z,",",","
2018-07-23T05:30:00Z,",",","
2018-07-23T06:00:00Z,",",","
2018-07-23T06:30:00Z,",",","
2018-07-23T07:00:00Z,",",","
2018-07-23T07:30:00Z,",",","
2018-07-23T08:00:00Z,",",","
2018-07-23T08:30:00Z,",",","
2018-07-23T09:00:00Z,",",","
2018-07-23T09:30:00Z,",",","
2018-07-23T10:00:00Z,",",","
2018-07-23T10:30:00Z,",",","
2018-07-23T11:00:00Z,",",","
2018-07-23T11:30:00Z,",",","
2018-07-23T12:00:00Z,",",","
2018-07-23T12:30:00Z,",",","
2018-07-23T13:00:00Z,",",","
2018-07-23T13:30:00Z,",",","
2018-07-23T14:00:00Z,",",","
2018-07-23T14:30:00Z,",",","
2018-07-23T15:00:00Z,",",","
2018-07-23T15:30:00Z,",",","
2018-07-23T16:00:00Z,",",","
2018-07-23T16:30:00Z,",",","
2018-07-23T17:00:00Z,",",","
2018-07-23T17:30:00Z,",",","
2018-07-23T18:00:00Z,",",","
2018-07-23T18:30:00Z,",",","
2018-07-23T19:00:00Z,",",","
2018-07-23T19:30:00Z,",",","
2018-07-23T20:00:00Z,",",","
2018-07-23T20:30:00Z,",",","
2018-07-23T21:00:00Z,",",","
2018-07-23T21:30:00Z,",",","
2018-07-23T22:00:00Z,",",","
2018-07-23T22:30:00Z,",",","
2018-07-23T23:00:00Z,",",","
2018-07-23T23:30:00Z,",",","
2018-07-24T00:00:00Z,",",","
2018-07-24T00:30:00Z,",",","
2018-07-24T01:00:00Z,",",","
2018-07-24T01:30:00Z,",",","
2018-07-24T02:00:00Z,",",","
2018-07-24T02:30:00Z,",",","
2018-07-24T03:00:00Z,",",","
2018-07-24T03:30:00Z,",",","
2018-07-24T04:00:00Z,",",","
2018-07-24T04:30:00Z,",",","
2018-07-24T05:00:00Z,",",","
2018-07-24T05:30:00Z,",",","
2018-07-24T06:00:00Z,",",","
2018-07-24T06:30:00Z,",",","
2018-07-24T07:00:00Z,",",","
2018-07-24T07:30:00Z,",",","
2018-07-24T08:00:00Z,",",","
2018-07-24T08:30:00Z,",",","
2018-07-24T09:00:00Z,",",","
2018-07-24T09:30:00Z,",",","
2018-07-24T10:00:00Z,",",","
2018-07-24T10:30:00Z,",",","
2018-07-24T11:00:00Z,",",","
2018-07-24T11:30:00Z,",",","
2018-07-24T12:00:00Z,",",","
2018-07-24T12:30:00Z,",",","
2018-07-24T13:00:00Z,",",","
2018-07-24T13:30:00Z,",",","
2018-07-24T14:00:00Z,",",","
2018-07-24T14:30:00Z,",",","
2018-07-24T15:00:00Z,",",","
2018-07-24T15:30:00Z,",",","
2018-07-24T16:00:00Z,",",","
2018-07-24T16:30:00Z,",",","
2018-07-24T17:00:00Z,",",","
2018-07-24T17:30:00Z,",",","
2018-07-24T18:00:00Z,",",","
2018-07-24T18:30:00Z,",",","
2018-07-24T19:00:00Z,",",","
2018-07-24T19:30:00Z,",",","
2018-07-24T20:00:00Z,",",","
2018-07-24T20:30:00Z,",",","
2018-07-24T21:00:00Z,",",","
2018-07-24T21:30:00Z,",",","
2018-07-24T22:00:00Z,",",","
2018-07-24T22:30:00Z,",",","
2018-07-24T23:00:00Z,",",","
2018-07-24T23:30:00Z,",",","
2018-07-25T00:00:00Z,",",","
2018-07-25T00:30:00Z,",",","
2018-07-25T01:00:00Z,",",","
2018-07-25T01:30:00Z,",",","
2018-07-25T02:00:00Z,",",","
2018-07-25T02:30:00Z,",",","
2018-07-25T03:00:00Z,",",","
2018-07-25T03:30:00Z,",",","
2018-07-25T04:00:00Z,",",","
2018-07-25T04:30:00Z,",",","
2018-07-25T05:00:00Z,",",","
2018-07-25T05:30:00Z,",",","
2018-07-25T06:00:00Z,",",","
2018-07-25T06:30:00Z,",",","
2018-07-25T07:00:00Z,",",","
2018-07-25T07:30:00Z,",",","
2018-07-25T08:00:00Z,",",","
2018-07-25T08:30:00Z,",",","
2018-07-25T09:00:00Z,",",","
2018-07-25T09:30:00Z,",",","
2018-07-25T10:00:00Z,",",","
2018-07-25T10:30:00Z,",",","
2018-07-25T11:00:00Z,",",","
2018-07-25T11:30:00Z,",",","
2018-07-25T12:00:00Z,",",","
2018-07-25T12:30:00Z,",",","
2018-07-25T13:00:00Z,",",","
2018-07-25T13:30:00Z,",",","
2018-07-25T14:00:00Z,",",","
2018-07-25T14:30:00Z,",",","
2018-07-25T15:00:00Z,",",","
2018-07-25T15:30:00Z,",",","
2018-07-25T16:00:00Z,",",","
2018-07-25T16:30:00Z,",",","
2018-07-25T17:00:00Z,",",","
2018-07-25T17:30:00Z,",",","
2018-07-25T18:00:00Z,",",","
2018-07-25T18:30:00Z,",",","
2018-07-25T19:00:00Z,",",","
2018-07-25T19:30:00Z,",",","
2018-07-25T20:00:00Z,",",","
2018-07-25T20:30:00Z,",",","
2018-07-25T21:00:00Z,",",","
2018-07-25T21:30:00Z,",",","
2018-07-25T22:00:00Z,",",","
2018-07-25T22:30:00Z,",",","
2018-07-25T23:00:00Z,",",","
2018-07-25T23:30:00Z,",",","
2018-07-26T00:00:00Z,",",","
2018-07-26T00:30:00Z,",",","
2018-07-26T01:00:00Z,",",","
2018-07-26T01:30:00Z,",",","
2018-07-26T02:00:00Z,",",","
2018-07-26T02:30:00Z,",",","
2018-07-26T03:00:00Z,",",","
2018-07-26T03:30:00Z,",",","
2018-07-26T04:00:00Z,",",","
2018-07-26T04:30:00Z,",",","
2018-07-26T05:00:00Z,",",","
2018-07-26T05:30:00Z,",",","
2018-07-26T06:00:00Z,",",","
2018-07-26T06:30:00Z,",",","
2018-07-26T07:00:00Z,",",","
2018-07-26T07:30:00Z,",",","
2018-07-26T08:00:00Z,",",","
2018-07-26T08:30:00Z,",",","
2018-07-26T09:00:00Z,",",","
2018-07-26T09:30:00Z,",",","
2018-07-26T10:00:00Z,",",","
2018-07-26T10:30:00Z,",",","
2018-07-26T11:00:00Z,",",","
2018-07-26T11:30:00Z,",",","
2018-07-26T12:00:00Z,",",","
2018-07-26T12:30:00Z,",",","
2018-07-26T13:00:00Z,",",","
2018-07-26T13:30:00Z,",",","
2018-07-26T14:00:00Z,",",","
2018-07-26T14:30:00Z,",",","
2018-07-26T15:00:00Z,",",","
2018-07-26T15:30:00Z,",",","
2018-07-26T16:00:00Z,",",","
2018-07-26T16:30:00Z,",",","
2018-07-26T17:00:00Z,",",","
2018-07-26T17:30:00Z,",",","
2018-07-26T18:00:00Z,",",","
2018-07-26T18:30:00Z,",",","
2018-07-26T19:00:00Z,",",","
2018-07-26T19:30:00Z,",",","
2018-07-26T20:00:00Z,",",","
2018-07-26T20:30:00Z,",",","
2018-07-26T21:00:00Z,",",","
2018-07-26T21:30:00Z,",",","
2018-07-26T22:00:00Z,",",","
2018-07-26T22:30:00Z,",",","
2018-07-26T23:00:00Z,",",","
2018-07-26T23:30:00Z,",",","
2018-07-27T00:00:00Z,",",","
2018-07-27T00:30:00Z,",",","
2018-07-27T01:00:00Z,",",","
2018-07-27T01:30:00Z,",",","
2018-07-27T02:00:00Z,",",","
2018-07-27T02:30:00Z,",",","
2018-07-27T03:00:00Z,",",","
2018-07-27T03:30:00Z,",",","
2018-07-27T04:00:00Z,",",","
2018-07-27T04:30:00Z,",",","
2018-07-27T05:00:00Z,",",","
2018-07-27T05:30:00Z,",",","
2018-07-27T06:00:00Z,",",","
2018-07-27T06:30:00Z,",",","
2018-07-27T07:00:00Z,",",","
2018-07-27T07:30:00Z,",",","
2018-07-27T08:00:00Z,",",","
2018-07-27T08:30:00Z,",",","
2018-07-27T09:00:00Z,",",","
2018-07-27T09:30:00Z,",",","
2018-07-27T10:00:00Z,",",","
2018-07-27T10:30:00Z,",",","
2018-07-27T11:00:00Z,",",","
2018-07-27T11:30:00Z,",",","
2018-07-27T12:00:00Z,",",","
2018-07-27T12:30:00Z,",",","
2018-07-27T13:00:00Z,",",","
2018-07-27T13:30:00Z,",",","
2018-07-27T14:00:00Z,",",","
2018-07-27T14:30:00Z,",",","
2018-07-27T15:00:00Z,",",","
2018-07-27T15:30:00Z,"78.656,","76.87697,"
2018-07-27T16:00:00Z,"78.728,","77.0595245,"
2018-07-27T16:30:00Z,"78.8,","77.24602,"
2018-07-27T17:00:00Z,"78.872,","77.409996,"
2018-07-27T17:30:00Z,"78.91591,","77.576,"
2018-07-27T18:00:00Z,"78.98,","77.684,"
2018-07-27T18:30:00Z,"79.088,","77.77993,"
2018-07-27T19:00:00Z,"79.23839,","77.828,"
2018-07-27T19:30:00Z,"79.376,","77.9,"
2018-07-27T20:00:00Z,"79.4533,","78.0179443,"
2018-07-27T20:30:00Z,"79.592,","78.2279053,"
2018-07-27T21:00:00Z,"79.664,","78.44,"
2018-07-27T21:30:00Z,"79.7,","78.7549744,"
2018-07-27T22:00:00Z,"79.772,","79.12816,"
2018-07-27T22:30:00Z,"79.81652,","79.467804,"
2018-07-27T23:00:00Z,"79.918335,","79.8465958,"
2018-07-27T23:30:00Z,"80.06182,","80.12521,"
2018-07-28T00:00:00Z,"80.132,","80.3401947,"
2018-07-28T00:30:00Z,"80.2048,","80.4473,"
2018-07-28T01:00:00Z,"80.312,","80.456,"
2018-07-28T01:30:00Z,"80.3842,","80.42,"
2018-07-28T02:00:00Z,"80.4918,","80.358345,"
2018-07-28T02:30:00Z,"80.6,","80.204,"
2018-07-28T03:00:00Z,"80.636,","80.11926,"
2018-07-28T03:30:00Z,"80.672,","80.00084,"
2018-07-28T04:00:00Z,"80.708,","79.91784,"
2018-07-28T04:30:00Z,"80.74279,","79.81043,"
2018-07-28T05:00:00Z,"80.708,","79.6657257,"
2018-07-28T05:30:00Z,"80.7755356,","79.52446,"
2018-07-28T06:00:00Z,"80.78,","79.4511948,"
2018-07-28T06:30:00Z,"80.74826,","79.3125153,"
2018-07-28T07:00:00Z,"80.67727,","79.0318146,"
2018-07-28T07:30:00Z,"80.64178,","78.63891,"
2018-07-28T08:00:00Z,"80.53429,","78.07716,"
2018-07-28T08:30:00Z,"80.4335861,","77.60733,"
2018-07-28T09:00:00Z,"80.348,","77.09248,"
2018-07-28T09:30:00Z,"80.312,","76.7317,"
2018-07-28T10:00:00Z,"80.204,","76.496,"
2018-07-28T10:30:00Z,"80.132,","76.388,"
2018-07-28T11:00:00Z,"80.096,","76.43901,"
2018-07-28T11:30:00Z,"80.096,","76.5465,"
2018-07-28T12:00:00Z,"79.97269,","76.712,"
2018-07-28T12:30:00Z,"79.92736,","76.86898,"
2018-07-28T13:00:00Z,"79.916,","77.08397,"
2018-07-28T13:30:00Z,"79.8927,","77.2739,"
2018-07-28T14:00:00Z,"79.88,","77.468,"
2018-07-28T14:30:00Z,"79.8532257,","77.58594,"
2018-07-28T15:00:00Z,"79.808,","77.72943,"
2018-07-28T15:30:00Z,"79.75091,","77.85507,"
2018-07-28T16:00:00Z,"79.75659,","77.9,"
2018-07-28T16:30:00Z,"79.7,","77.972,"
2018-07-28T17:00:00Z,"79.736,","78.0154,"
2018-07-28T17:30:00Z,"79.772,","78.05039,"
2018-07-28T18:00:00Z,"79.7,","78.18212,"
2018-07-28T18:30:00Z,"79.6822,","78.2336,"
2018-07-28T19:00:00Z,"79.7,","78.33535,"
2018-07-28T19:30:00Z,"79.71653,","78.44,"
2018-07-28T20:00:00Z,"79.736,","78.62,"
2018-07-28T20:30:00Z,"79.756485,","78.6938248,"
2018-07-28T21:00:00Z,"79.78701,","78.80264,"
2018-07-28T21:30:00Z,"79.77899,","79.01732,"
2018-07-28T22:00:00Z,"79.736,","79.1963043,"
2018-07-28T22:30:00Z,"79.7585144,","79.448,"
2018-07-28T23:00:00Z,"79.808,","79.592,"
2018-07-28T23:30:00Z,"79.88,","79.80729,"
2018-07-29T00:00:00Z,"79.96384,","79.988,"
2018-07-29T00:30:00Z,"80.10746,","80.09428,"
2018-07-29T01:00:00Z,"80.28695,","80.16577,"
2018-07-29T01:30:00Z,"80.43349,","80.132,"
2018-07-29T02:00:00Z,"80.6001053,","80.204,"
2018-07-29T02:30:00Z,"80.78,","80.204,"
2018-07-29T03:00:00Z,"80.852,","80.0647659,"
2018-07-29T03:30:00Z,"80.90402,","79.88527,"
2018-07-29T04:00:00Z,"80.96,","79.66544,"
2018-07-29T04:30:00Z,"81.03129,","79.44871,"
2018-07-29T05:00:00Z,"81.104,","79.232,"
2018-07-29T05:30:00Z,"81.1382751,","79.1492538,"
2018-07-29T06:00:00Z,"81.176,","78.9387,"
2018-07-29T06:30:00Z,"81.17326,","78.7952042,"
2018-07-29T07:00:00Z,"81.104,","78.58015,"
2018-07-29T07:30:00Z,"81.00452,","78.27395,"
2018-07-29T08:00:00Z,"80.924,","77.87911,"
2018-07-29T08:30:00Z,"80.816,","77.44589,"
2018-07-29T09:00:00Z,"80.672,","77.1008,"
2018-07-29T09:30:00Z,"80.564,","76.741806,"
2018-07-29T10:00:00Z,"80.4273,","76.47514,"
2018-07-29T10:30:00Z,"80.3198,","76.3661957,"
2018-07-29T11:00:00Z,"80.204,","76.3736,"
2018-07-29T11:30:00Z,"80.10482,","76.4448,"
2018-07-29T12:00:00Z,"80.0175,","76.5878,"
2018-07-29T12:30:00Z,"79.952,","76.76544,"
2018-07-29T13:00:00Z,"79.916,","76.964,"
2018-07-29T13:30:00Z,"79.88,","77.14309,"
2018-07-29T14:00:00Z,"79.85637,","77.30504,"
2018-07-29T14:30:00Z,"79.82088,","77.468,"
2018-07-29T15:00:00Z,"79.808,","77.5913,"
2018-07-29T15:30:00Z,"79.7504,","77.69834,"
2018-07-29T16:00:00Z,"79.664,","77.73399,"
2018-07-29T16:30:00Z,"79.7208,","77.756,"
2018-07-29T17:00:00Z,"79.808,","77.79494,"
2018-07-29T17:30:00Z,"79.916,","77.9838,"
2018-07-29T18:00:00Z,"79.988,","78.20991,"
2018-07-29T18:30:00Z,"80.07856,","78.414444,"
2018-07-29T19:00:00Z,"80.11395,","78.656,"
2018-07-29T19:30:00Z,"80.132,","78.872,"
2018-07-29T20:00:00Z,"80.132,","79.1109161,"
2018-07-29T20:30:00Z,"80.11547,","79.4706,"
2018-07-29T21:00:00Z,"80.132,","79.8222,"
2018-07-29T21:30:00Z,"80.132,","80.132,"
2018-07-29T22:00:00Z,"80.21901,","80.42,"
2018-07-29T22:30:00Z,"80.30399,","80.67413,"
2018-07-29T23:00:00Z,"80.36149,","80.83456,"
2018-07-29T23:30:00Z,"80.51796,","81.0321045,"
2018-07-30T00:00:00Z,"80.672,","81.1584549,"
2018-07-30T00:30:00Z,"80.89997,","81.19304,"
2018-07-30T01:00:00Z,"81.126915,","81.12347,"
2018-07-30T01:30:00Z,"81.29495,","81.05745,"
2018-07-30T02:00:00Z,"81.392,","80.802,"
2018-07-30T02:30:00Z,"81.5,","80.5370255,"
2018-07-30T03:00:00Z,"81.5813,","80.3352,"
2018-07-30T03:30:00Z,"81.644,","80.12003,"
2018-07-30T04:00:00Z,"81.6848,","79.88345,"
2018-07-30T04:30:00Z,"81.752,","79.6657,"
2018-07-30T05:00:00Z,"81.82075,","79.484,"
2018-07-30T05:30:00Z,"81.752,","79.3084641,"
2018-07-30T06:00:00Z,"81.716,","79.232,"
2018-07-30T06:30:00Z,"81.68,","79.16,"
2018-07-30T07:00:00Z,"81.61277,","79.016,"
2018-07-30T07:30:00Z,"81.541275,","78.7798157,"
2018-07-30T08:00:00Z,"81.50578,","78.5595551,"
2018-07-30T08:30:00Z,"81.40457,","78.23657,"
2018-07-30T09:00:00Z,"81.32,","77.9788,"
2018-07-30T09:30:00Z,"81.248,","77.6993942,"
2018-07-30T10:00:00Z,"81.1122,","77.4762039,"
2018-07-30T10:30:00Z,"81.0593,","77.324,"
2018-07-30T11:00:00Z,"80.996,","77.252,"
2018-07-30T11:30:00Z,"80.8257,","77.1897,"
2018-07-30T12:00:00Z,"80.78,","77.20566,"
2018-07-30T12:30:00Z,"80.6828461,","77.22685,"
2018-07-30T13:00:00Z,"80.636,","77.324,"
2018-07-30T13:30:00Z,"80.57587,","77.45614,"
2018-07-30T14:00:00Z,"80.492,","77.58726,"
2018-07-30T14:30:00Z,"80.456,","77.7292252,"
2018-07-30T15:00:00Z,"80.42,","77.86149,"
2018-07-30T15:30:00Z,"80.348,","78.0386047,"
2018-07-30T16:00:00Z,"80.312,","78.188,"
2018-07-30T16:30:00Z,"80.26981,","78.32177,"
